10000,2,1024,5.940913335,914
10000,2,1024,6.158928987,1134
10000,2,1024,5.91301106,888
10000,2,1024,6.205266467,1179
10000,2,1024,6.021840389,997
10000,2,1024,6.849105275,1823
10000,2,1024,6.089289109,1062
10000,2,1024,5.594825533,569
10000,2,1024,6.678746495,1653
10000,2,1024,6.00551796,982
10000,2,1024,6.857330917,1831
10000,2,1024,6.412244175,1384
10000,2,1024,6.494683811,1449
10000,2,1024,6.539189394,1504
10000,2,1024,6.605729326,1572
10000,2,1024,6.496052392,1471
10000,2,1024,6.101973803,1074
10000,2,1024,6.303945529,1281
10000,2,1024,6.312844424,1289
10000,2,1024,6.188381871,1166
10000,2,1024,5.829174326,802
10000,2,1024,6.112778518,1089
10000,2,1024,6.31864797,1296
10000,2,1024,6.400534469,1374
10000,2,1024,5.960413281,937
10000,2,1024,6.821788748,1795
10000,2,1024,6.0407501,1015
10000,2,1024,5.622781373,597
10000,2,1024,6.219314412,1194
10000,2,1024,6.16169219,1136
10000,2,1024,6.259626582,1225
10000,2,1024,6.186536466,1162
10000,2,1024,6.081643898,1049
10000,2,1024,6.172024681,1144
10000,2,1024,6.109588079,1086
10000,2,1024,7.582178079,2524
10000,2,1024,5.641622673,615
10000,2,1024,6.084265497,1060
10000,2,1024,5.629754189,605
10000,2,1024,5.663743731,638
10000,2,1024,5.991859214,967
10000,2,1024,6.372784909,1348
10000,2,1024,6.138635122,1113
10000,2,1024,6.112443319,1088
10000,2,1024,6.359997527,1335
10000,2,1024,6.127809999,1105
10000,2,1024,6.118098971,1093
10000,2,1024,6.132947171,1109
10000,2,1024,6.173785585,1148
10000,2,1024,6.241798132,1216
