10000,2,1024,5.381265116,355
10000,2,1024,5.513950146,488
10000,2,1024,5.397179484,370
10000,2,1024,5.610585447,586
10000,2,1024,5.475771491,450
10000,2,1024,5.562200557,537
10000,2,1024,5.474312745,447
10000,2,1024,5.466861598,441
10000,2,1024,5.451467664,429
10000,2,1024,5.463425791,437
10000,2,1024,5.334217003,309
10000,2,1024,5.557652093,532
10000,2,1024,5.443223009,419
10000,2,1024,5.528645734,504
10000,2,1024,5.328002286,304
10000,2,1024,5.391576201,369
10000,2,1024,5.455855129,431
10000,2,1024,5.514527598,490
10000,2,1024,5.427249462,401
10000,2,1024,5.408862189,383
10000,2,1024,5.5035201,479
10000,2,1024,5.418607839,394
10000,2,1024,5.394570314,368
10000,2,1024,5.502640969,478
10000,2,1024,5.528736254,501
10000,2,1024,5.508899945,484
10000,2,1024,5.51627921,490
10000,2,1024,5.530456223,505
10000,2,1024,5.577573037,542
10000,2,1024,5.423527349,398
10000,2,1024,5.563665067,536
10000,2,1024,5.517945418,491
10000,2,1024,5.390933742,365
10000,2,1024,5.549730864,517
10000,2,1024,5.485411708,454
10000,2,1024,5.574099262,543
10000,2,1024,5.563495404,534
10000,2,1024,5.518075932,488
10000,2,1024,5.535144404,504
10000,2,1024,5.497464217,465
10000,2,1024,5.642813435,613
10000,2,1024,5.640123827,608
10000,2,1024,5.553012939,523
10000,2,1024,5.488754477,456
10000,2,1024,5.474843419,443
10000,2,1024,5.586163899,554
10000,2,1024,5.584777554,552
10000,2,1024,5.557909742,528
10000,2,1024,5.658075075,628
10000,2,1024,5.547010596,518
10000,2,1024,5.515831793,485
